record_id,paper_key,context_key,condition_key,assay_key,observable,observable_raw_label,value,value_unit,time_value,time_unit,statistic,uncertainty_type,uncertainty_value,replicate_count,normalization,normalization_reference,source_key,figure,panel,table,lane,extraction_method,quality_class,is_censored,censoring_limit,notes
shao_fig1cd_plc5_10nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_10_nm_10_14_d_colony_formation,shao_colony_formation,colony_formation_relative,"Relative colony formation, PLC5, 10 nM dinaciclib",0.18,relative colonies (0 nM = 1.0),,,relative colony count vs 0 nM,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,C-D,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"Distinct observable from viability_IC50 (Fig1A MTT, acute cytostasis) -- clonogenic/reproductive-death readout. PLC5 is MORE sensitive at 5 nM (0.62 relative colonies) than HuH7 (0.09), an inversion of the MTT IC50 ranking (HuH7 more sensitive by MTT: 8.5 vs 11.8 nM) -- do not treat these two potency measures as interchangeable."
shao_fig1cd_plc5_5nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_5_nm_10_14_d_colony_formation,shao_colony_formation,colony_formation_relative,"Relative colony formation, PLC5, 5 nM dinaciclib",0.62,relative colonies (0 nM = 1.0),,,relative colony count vs 0 nM,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,C-D,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,"Distinct observable from viability_IC50 (Fig1A MTT, acute cytostasis) -- clonogenic/reproductive-death readout. PLC5 is MORE sensitive at 5 nM (0.62 relative colonies) than HuH7 (0.09), an inversion of the MTT IC50 ranking (HuH7 more sensitive by MTT: 8.5 vs 11.8 nM) -- do not treat these two potency measures as interchangeable."
shao_fig1ef_huh7_g0_g1_0nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__vehicle_control_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_g0_g1,"% G0/G1, HuH7, 0 nM dinaciclib, 48h",49.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_huh7_g0_g1_10nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_10_nm_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_g0_g1,"% G0/G1, HuH7, 10 nM dinaciclib, 48h",45.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_huh7_g0_g1_15nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_15_nm_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_g0_g1,"% G0/G1, HuH7, 15 nM dinaciclib, 48h",48.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_huh7_g0_g1_5nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_5_nm_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_g0_g1,"% G0/G1, HuH7, 5 nM dinaciclib, 48h",50.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_huh7_g2m_0nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__vehicle_control_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_g2m,"% G2M, HuH7, 0 nM dinaciclib, 48h",11.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_huh7_g2m_10nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_10_nm_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_g2m,"% G2M, HuH7, 10 nM dinaciclib, 48h",23.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_huh7_g2m_15nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_15_nm_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_g2m,"% G2M, HuH7, 15 nM dinaciclib, 48h",27.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_huh7_g2m_5nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_5_nm_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_g2m,"% G2M, HuH7, 5 nM dinaciclib, 48h",11.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_huh7_s_0nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__vehicle_control_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_s,"% S, HuH7, 0 nM dinaciclib, 48h",40.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_huh7_s_10nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_10_nm_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_s,"% S, HuH7, 10 nM dinaciclib, 48h",32.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_huh7_s_15nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_15_nm_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_s,"% S, HuH7, 15 nM dinaciclib, 48h",25.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_huh7_s_5nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_5_nm_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_s,"% S, HuH7, 5 nM dinaciclib, 48h",39.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_plc5_g0_g1_0nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__vehicle_control_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_g0_g1,"% G0/G1, PLC5, 0 nM dinaciclib, 48h",46.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_plc5_g0_g1_10nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_10_nm_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_g0_g1,"% G0/G1, PLC5, 10 nM dinaciclib, 48h",35.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_plc5_g0_g1_15nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_15_nm_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_g0_g1,"% G0/G1, PLC5, 15 nM dinaciclib, 48h",38.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_plc5_g0_g1_5nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_5_nm_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_g0_g1,"% G0/G1, PLC5, 5 nM dinaciclib, 48h",35.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_plc5_g2m_0nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__vehicle_control_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_g2m,"% G2M, PLC5, 0 nM dinaciclib, 48h",15.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_plc5_g2m_10nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_10_nm_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_g2m,"% G2M, PLC5, 10 nM dinaciclib, 48h",26.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_plc5_g2m_15nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_15_nm_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_g2m,"% G2M, PLC5, 15 nM dinaciclib, 48h",32.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_plc5_g2m_5nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_5_nm_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_g2m,"% G2M, PLC5, 5 nM dinaciclib, 48h",19.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_plc5_s_0nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__vehicle_control_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_s,"% S, PLC5, 0 nM dinaciclib, 48h",40.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_plc5_s_10nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_10_nm_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_s,"% S, PLC5, 10 nM dinaciclib, 48h",31.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_plc5_s_15nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_15_nm_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_s,"% S, PLC5, 15 nM dinaciclib, 48h",28.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig1ef_plc5_s_5nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_5_nm_48_h_cell_cycle,shao_cell_cycle,cellcycle_pct_s,"% S, PLC5, 5 nM dinaciclib, 48h",40.0,% of cells,48,h,percent of gated cells by cell-cycle phase,visual digitization uncertainty (bar-height estimate),,,,,workbook,Figure 1,E-F,,,PLOT_DIGITIZED,SEMI_QUANTITATIVE,False,,Clear dose-dependent G2/M accumulation in both lines.
shao_fig3a_p_rb_s807_811_huh7_48h_0nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__vehicle_control_48_h_target_engagement,shao_wb_target_engagement,densitometry_p_rb_s807_811,"p-Rb (S807/811), HuH7, 48h, 0 nM dinaciclib",0.66,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane.
shao_fig3a_p_rb_s807_811_huh7_48h_10nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_10_nm_48_h_target_engagement,shao_wb_target_engagement,densitometry_p_rb_s807_811,"p-Rb (S807/811), HuH7, 48h, 10 nM dinaciclib",0.5,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane.
shao_fig3a_p_rb_s807_811_huh7_48h_15nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_15_nm_48_h_target_engagement,shao_wb_target_engagement,densitometry_p_rb_s807_811,"p-Rb (S807/811), HuH7, 48h, 15 nM dinaciclib",0.43,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane.
shao_fig3a_p_rb_s807_811_huh7_48h_5nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_5_nm_48_h_target_engagement,shao_wb_target_engagement,densitometry_p_rb_s807_811,"p-Rb (S807/811), HuH7, 48h, 5 nM dinaciclib",0.93,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane.
shao_fig3a_p_rb_s807_811_huh7_72h_0nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__vehicle_control_72_h_target_engagement,shao_wb_target_engagement,densitometry_p_rb_s807_811,"p-Rb (S807/811), HuH7, 72h, 0 nM dinaciclib",0.66,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane.
shao_fig3a_p_rb_s807_811_huh7_72h_10nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_10_nm_72_h_target_engagement,shao_wb_target_engagement,densitometry_p_rb_s807_811,"p-Rb (S807/811), HuH7, 72h, 10 nM dinaciclib",0.42,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane.
shao_fig3a_p_rb_s807_811_huh7_72h_15nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_15_nm_72_h_target_engagement,shao_wb_target_engagement,densitometry_p_rb_s807_811,"p-Rb (S807/811), HuH7, 72h, 15 nM dinaciclib",0.33,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane.
shao_fig3a_p_rb_s807_811_huh7_72h_5nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_5_nm_72_h_target_engagement,shao_wb_target_engagement,densitometry_p_rb_s807_811,"p-Rb (S807/811), HuH7, 72h, 5 nM dinaciclib",0.58,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane.
shao_fig3a_p_rb_s807_811_plc5_48h_0nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__vehicle_control_48_h_target_engagement,shao_wb_target_engagement,densitometry_p_rb_s807_811,"p-Rb (S807/811), PLC5, 48h, 0 nM dinaciclib",1.1,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane.
shao_fig3a_p_rb_s807_811_plc5_48h_10nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_10_nm_48_h_target_engagement,shao_wb_target_engagement,densitometry_p_rb_s807_811,"p-Rb (S807/811), PLC5, 48h, 10 nM dinaciclib",0.24,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane.
shao_fig3a_p_rb_s807_811_plc5_48h_15nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_15_nm_48_h_target_engagement,shao_wb_target_engagement,densitometry_p_rb_s807_811,"p-Rb (S807/811), PLC5, 48h, 15 nM dinaciclib",0.01,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane.
shao_fig3a_p_rb_s807_811_plc5_48h_5nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_5_nm_48_h_target_engagement,shao_wb_target_engagement,densitometry_p_rb_s807_811,"p-Rb (S807/811), PLC5, 48h, 5 nM dinaciclib",1.16,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane.
shao_fig3a_p_rb_s807_811_plc5_72h_0nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__vehicle_control_72_h_target_engagement,shao_wb_target_engagement,densitometry_p_rb_s807_811,"p-Rb (S807/811), PLC5, 72h, 0 nM dinaciclib",0.29,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane.
shao_fig3a_p_rb_s807_811_plc5_72h_10nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_10_nm_72_h_target_engagement,shao_wb_target_engagement,densitometry_p_rb_s807_811,"p-Rb (S807/811), PLC5, 72h, 10 nM dinaciclib",0.17,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane.
shao_fig3a_p_rb_s807_811_plc5_72h_15nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_15_nm_72_h_target_engagement,shao_wb_target_engagement,densitometry_p_rb_s807_811,"p-Rb (S807/811), PLC5, 72h, 15 nM dinaciclib",0.01,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane.
shao_fig3a_p_rb_s807_811_plc5_72h_5nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_5_nm_72_h_target_engagement,shao_wb_target_engagement,densitometry_p_rb_s807_811,"p-Rb (S807/811), PLC5, 72h, 5 nM dinaciclib",0.61,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane.
shao_fig3a_p_rnpii_s2_huh7_48h_0nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__vehicle_control_48_h_target_engagement,shao_wb_target_engagement,densitometry_p_rnpii_s2,"p-RNPII (S2), HuH7, 48h, 0 nM dinaciclib",0.52,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,A,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane.
